112603	1126	2	3	25	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	10				1	2
112604	1126	2	3	22	1	3	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	10				2	2
112605	1126	1	3	32	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	10	4	4	"DAYS PER WEEK"	2	2
112801	1128	1	1	35	1	3	"VISHWAKARMA"	"KANNADA"	0	0	0	0	0	0	4		5	"DAYS PER WEEK"	2	2
112802	1128	2	2	30	1	3	"VISHWAKARMA"	"KANNADA"	0	0	0	0	0	0	5				2	2
113301	1133	1	1	55	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16		5	"DAYS PER WEEK"	2	2
113302	1133	2	2	45	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16	25	5	"DAYS PER WEEK"	2	2
113401	1134	2	1	60	1	3	"VOKKALIGA"	"KANNADA"	0	0	1	0	0	0	16				2	-999
113601	1136	1	1	30	1	3	"VOKKALIGA"	"KANNADA"	0	0	1	0	0	0	9		5	"DAYS PER WEEK"	2	2
113602	1136	2	2	25	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	7	10	4	"DAYS PER WEEK"	1	1
113901	1139	1	2	45	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	16		4	"DAYS PER WEEK"	2	2
113902	1139	2	2	40	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	16	20	4	"DAYS PER WEEK"	1	1
114001	1140	1	1	48	1	3	"VOKKALIGA"	"KANNADA"	0	0	1	0	0	0	9		7	"DAYS PER WEEK"	2	1
114002	1140	2	2	40	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16	26	7	"DAYS PER WEEK"	2	2
114301	1143	2	1	55	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16	37	3	"DAYS PER WEEK"	2	2
114302	1143	1	3	30	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	8		6	"DAYS PER WEEK"	2	2
114303	1143	2	3	20	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	5	5	7	"DAYS PER WEEK"	2	2
114601	1146	1	1	40	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	16				2	2
114602	1146	2	2	35	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	16	18	6	"DAYS PER WEEK"	2	2
114701	1147	1	1	70	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	16				2	2
114702	1147	2	2	60	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	16				2	2
114703	1147	2	3	19	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	10		7	"DAYS PER WEEK"	2	2
114801	1148	1	1	40	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	16		8	"HOURS PER DAY"	2	2
114802	1148	2	2	35	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	2	22	5	"DAYS PER WEEK"	1	1
115201	1152	1	1	50	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	16		5	"DAYS PER WEEK"	2	2
115202	1152	2	2	42	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	3		6	"DAYS PER WEEK"	2	2
115501	1155	1	1	80	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	3				2	2
115502	1155	2	2	70	1	2	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16	40			2	2
115503	1155	1	3	45	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	5		5	"DAYS PER WEEK"	2	2
115504	1155	2	3	38	1	3	"VOKKALIGA"	"KANNADA"	0	0	0	0	0	0	16	22			2	1
115601	1156	1	1	72	1	1	"ADI KARNATAKA"	"KANNADA"	0	0	0	0	0	0	4				2	2
115801	1158	1	1	80	1	4	"LINGAYATH"	"KANNADA"	0	0	1	0	0	0	12				2	1
115802	1158	1	3	44	1	4	"LINGAYATH"	"KANNADA"	0	0	0	0	0	0	13		8	"HOURS PER DAY"	2	1
